# Combined Airfoil Data
4.919999999999999929e-01 0.000000000000000000e+00
4.910148130532725474e-01 1.459166881938242510e-04
4.880655012801695669e-01 6.142488940795581831e-04
4.831672352076104016e-01 1.446784544174954668e-03
4.763426925383818511e-01 2.679184766050959898e-03
4.676217545363290928e-01 4.340215612244388566e-03
4.570411801841757216e-01 6.451088467752066902e-03
4.446442687304678620e-01 9.024920545286890805e-03
4.304805209854743464e-01 1.206632509541852305e-02
4.146053090624940429e-01 1.557113902150714102e-02
3.970795632046959511e-01 1.952629351681320347e-02
3.779694829185511473e-01 2.390983116030251376e-02
3.573462778997823497e-01 2.869107064739734314e-02
3.352859422487990959e-01 3.383091802305407403e-02
3.118690633058697204e-01 3.928232095953035352e-02
2.871806641789865777e-01 4.499086031401422492e-02
2.613100767842598815e-01 5.089547094706683983e-02
2.343508400677989378e-01 5.692928161759641670e-02
2.064006161260718009e-01 6.302056173018963370e-02
1.775611152790463887e-01 6.909376083223958687e-02
1.479380198562899318e-01 7.507062507662493056e-02
1.176408955946235402e-01 8.087137341422168113e-02
8.678307916203215067e-02 8.641591509014004413e-02
5.548153044026174485e-02 9.162508911565589442e-02
2.385663881938122552e-02 9.642190579734666311e-02
-7.968026139285979900e-03 1.007327701436916134e-01
-3.986602777189067470e-02 1.044886670492060354e-01
-7.170844528883396629e-02 1.076262885823582316e-01
-1.033643306078103896e-01 1.100890844745535391e-01
-1.347012405453528738e-01 1.118282180147703031e-01
-1.655858432988929485e-01 1.128034109824574693e-01
-1.958845955529573413e-01 1.129836629777638546e-01
-2.254644840109726323e-01 1.123478325045433046e-01
-2.541938227773172243e-01 1.108850693936666021e-01
-2.819430958733248893e-01 1.085950905829604629e-01
-3.085858323356055477e-01 1.054882938525059377e-01
-3.339994998722822794e-01 1.015857068040045830e-01
-3.580664019858635916e-01 9.691877112225083524e-02
-3.806745628394674341e-01 9.152896491619851027e-02
-4.017185839609244136e-01 8.546726865727943823e-02
-4.211004571480152503e-01 7.879348286498215337e-02
-4.387303186459934334e-01 7.157540818737076482e-02
-4.545271307918098413e-01 6.388790084293081983e-02
-4.684192788235150839e-01 5.581181848885533037e-02
-4.803450723939006184e-01 4.743287342263079187e-02
-4.902531434519716846e-01 3.884041157614413070e-02
-4.981027345045653254e-01 3.012613699724189104e-02
-5.038638737779074228e-01 2.138280241106797069e-02
-5.075174363952126289e-01 1.270288699689396325e-02
-5.090550932987411015e-01 4.177282696084995244e-03
-5.084791521987352958e-01 -4.105989819664450889e-03
-5.058022972533241512e-01 -1.206301494008037503e-02
-5.010472364007980683e-01 -1.961514599046284765e-02
-4.942462672106524013e-01 -2.669008074904014732e-02
-4.854407737305959647e-01 -3.322283172017349157e-02
-4.746806680298133463e-01 -3.915657611276703032e-02
-4.620237909311518676e-01 -4.444337256082492305e-02
-4.475352867563285875e-01 -4.904473392281476218e-02
-4.312869667631100690e-01 -5.293204796559052017e-02
-4.133566753323924536e-01 -5.608684033118307988e-02
-3.938276718842548263e-01 -5.850087685267346682e-02
-3.727880400012420492e-01 -6.017610497940481529e-02
-3.503301333676159812e-01 -6.112443674269452121e-02
-3.265500659645444448e-01 -6.136737829284147350e-02
-3.015472515764500150e-01 -6.093551352065224025e-02
-2.754239951571090805e-01 -5.986785159924212785e-02
-2.482851360763603243e-01 -5.821105040600610403e-02
-2.202377408225252575e-01 -5.601852967684498030e-02
-1.913908404720753298e-01 -5.334948937695266347e-02
-1.618552062493522348e-01 -5.026785012265899688e-02
-1.317431548653641427e-01 -4.684113354097355075e-02
-1.011683741096814776e-01 -4.313930119772241278e-02
-7.024575841741526050e-02 -3.923357115743264512e-02
-3.909124386695060627e-02 -3.519523135988797402e-02
-7.821632283950032127e-03 -3.109446881598026957e-02
2.344560518798916721e-02 -2.699923315009200575e-02
5.459255358088850596e-02 -2.297415226251675602e-02
8.550111571656662801e-02 -1.907951687154391118e-02
1.160533152295739889e-01 -1.537034944166895678e-02
1.461316443062073422e-01 -1.189557153517439847e-02
1.756194573403229986e-01 -8.697281964169550905e-03
2.044014095620774740e-01 -5.810156295748492017e-03
2.323639375984107858e-01 -3.260976302150220274e-03
2.593957769532825308e-01 -1.068295879602415566e-03
2.853885096219745954e-01 7.577521863771641275e-04
3.102371335371744143e-01 2.215506424842861311e-03
3.338406443329107187e-01 3.311683878374743761e-03
3.561026190409510850e-01 4.061146519719532888e-03
3.769317908251914595e-01 4.486531261394643977e-03
3.962426037224639486e-01 4.617750012500254631e-03
4.139557365905222053e-01 4.491368213434293599e-03
4.299985860519920378e-01 4.149872125640649556e-03
4.443056991427815072e-01 3.640836844145914353e-03
4.568191475916949518e-01 3.016008511713852425e-03
4.674888371335814696e-01 2.330315523669052036e-03
4.762727469432339600e-01 1.640824603247638402e-03
4.831370961176657541e-01 1.005658483222413024e-03
4.880564360720846540e-01 4.828925382632416607e-04
4.910136696883014018e-01 1.294480652211434796e-04
4.919999999999999929e-01 0.000000000000000000e+00
